Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.5267,Thu Aug 16 00:09:03 +0000 2018,0.188,0.72,0.092,RT @cbsallaccess: Murder mystery set in a small town? We're in. Rediscover the genius of original #TwinPeaks co-creators @DAVID_LYNCH and @…,31,@CBS
0.0,Sun Aug 12 23:30:02 +0000 2018,0.0,1.0,0.0,New start times for @60Minutes 7:20ET/6:20CT @CBSBigBrother 8:20ET/7:20CT @NCISLA 9:20ET/8:20CT @Elementary_CBS 10:… https://t.co/Op9VcDsREa,32,@CBS
0.4389,Sun Aug 12 15:04:59 +0000 2018,0.0,0.874,0.126,Clear your schedules for the 100th #PGAChamp! Stream the Final Round LIVE on @cbsallaccess at 2 PM ET across all de… https://t.co/m6bH2pKTUN,33,@CBS
-0.3182,Sat Aug 11 18:00:00 +0000 2018,0.103,0.897,0.0,The fortune teller you’ll meet this Saturday lived a life of luxury... by scamming her victims out of hundreds of t… https://t.co/fJo6F2Eo5p,34,@CBS
0.4926,Sat Aug 11 15:00:02 +0000 2018,0.0,0.856,0.144,The 100th PGA Championship continues today! Stream it LIVE on @cbsallaccess at 2PM ET across all devices. Try 1 Wee… https://t.co/jbMg06eOND,35,@CBS
0.8957,Fri Aug 10 22:28:55 +0000 2018,0.0,0.581,0.419,"To celebrate the 100th PGA Championship, relive some of the tournament's greatest moments with Luke Wilson. 

Don't… https://t.co/wUuB93smr4",36,@CBS
0.0,Fri Aug 10 19:59:14 +0000 2018,0.0,1.0,0.0,"RT @TrueCrimeCBS: When Glenn Walp and Steve Doran uncovered theft at the Los Alamos National Laboratory, they HAD to blow their whistles. W…",37,@CBS
0.6696,Thu Aug 09 21:00:00 +0000 2018,0.0,0.745,0.255,Want to create your own @CBSBigBrother or @TKOCBS meme using one the photos here? It’s your lucky day! Head over to… https://t.co/JHJWykNkQT,38,@CBS
0.7901,Thu Aug 09 18:47:00 +0000 2018,0.0,0.72,0.28,Time to celebrate! Your favorite Daytime shows will premiere with new seasons this fall. See all of the @CBSDaytime… https://t.co/GNkK4Zf2kD,39,@CBS
0.6696,Wed Aug 08 16:05:11 +0000 2018,0.0,0.791,0.209,"Love is in the air, and the water! International smash hit #LoveIsland is coming to CBS. https://t.co/nepabuNoSU https://t.co/Cxgvkv463u",40,@CBS
0.0,Tue Aug 07 16:06:57 +0000 2018,0.0,1.0,0.0,The Executive Producers of @CBSBigBrother are teaming up with @KingJames and @MavCarter for an unprecedented televi… https://t.co/V88bDeHmQs,41,@CBS
0.3612,Mon Aug 06 00:20:55 +0000 2018,0.0,0.889,0.111,"RT @cbsallaccess: Executive Producer of Tell Me A Story, @kevwilliamson, says ""What I like about the show, there’s nothing else on TV like…",42,@CBS
0.5411,Mon Aug 06 00:07:38 +0000 2018,0.098,0.683,0.219,RT @TheNeighborhood: Feel the love in this new teaser for #TheNeighborhood from the #CBS #TCA18! 🤗 https://t.co/rPmCozH5XP,43,@CBS
0.3818,Mon Aug 06 00:02:58 +0000 2018,0.0,0.894,0.106,RT @TheNeighborhood: Find out why Cedric the Entertainer and the cast think #TheNeighborhood is the kind of show that everyone can relate t…,44,@CBS
0.5093,Mon Aug 06 00:02:02 +0000 2018,0.0,0.845,0.155,That's all for our #CBS #TCA18 panels! Tune in this fall to watch all your favorite new shows. 🙌 https://t.co/hM85o9eRi8,45,@CBS
0.0,Sun Aug 05 23:58:41 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: ""If there was ever a time to bring back #MagnumPI, it's now."" - @PLenkov 
#CBS #TCA2018",46,@CBS
0.8316,Sun Aug 05 23:44:39 +0000 2018,0.0,0.694,0.306,"RT @MagnumPICBS: ""There are a lot of easter eggs from the original that fans from the original series will love, and they're peppered throu…",47,@CBS
0.0,Sun Aug 05 23:41:21 +0000 2018,0.0,1.0,0.0,"RT @MagnumPICBS: ""What we are trying to do is introduce the show to a new audience...it's going to open it up for anyone that's new and the…",48,@CBS
0.5994,Sun Aug 05 23:35:49 +0000 2018,0.0,0.843,0.157,"RT @MagnumPICBS: ""This has been my white whale since I was a kid. I always loved #MagnumPI. Putting words in Magnum's mouth is something I'…",49,@CBS
0.0,Sun Aug 05 23:35:46 +0000 2018,0.0,1.0,0.0,RT @MagnumPICBS: It's #MagnumPI time at the #CBS #TCA2018! Follow along as we live tweet the panel!,50,@CBS
0.5826,Sun Aug 05 23:16:25 +0000 2018,0.0,0.827,0.173,RT @happytogether: Thanks for following along! That concludes the #HappyTogether panel at the #CBS #TCA2018! @MagnumPICBS is up next!,51,@CBS
-0.5093,Sun Aug 05 23:12:39 +0000 2018,0.202,0.798,0.0,"RT @happytogether: Question: Even though you're not playing @Harry_Styles, did you do a Harry crash course?
@itsfelixwot: Absolutely not. C…",52,@CBS
0.0,Sun Aug 05 23:10:20 +0000 2018,0.0,1.0,0.0,"RT @happytogether: ""The show is about marriage, it's about getting a bit older, it's about youthfulness, it's about something happening and…",53,@CBS
0.6041,Sun Aug 05 23:05:58 +0000 2018,0.0,0.775,0.225,"RT @happytogether: ""It's always good to have a little bit of truth in whatever you're making.""- @wayansjr 

#HappyTogether #CBS #TCA2018",54,@CBS
0.3802,Sun Aug 05 23:01:25 +0000 2018,0.0,0.853,0.147,"RT @happytogether: ""I thought I was still young and cool until I met @itsfelixwot!"" -@AmberoniStevens #HappyTogether #CBS #TCA2018",55,@CBS
-0.2057,Sun Aug 05 22:58:41 +0000 2018,0.083,0.917,0.0,"RT @happytogether: ""We never wanted to create a show where people think ""Oh, did @Harry_Styles do that?"" -@benwinston on emphasizing that #…",56,@CBS
0.0,Sun Aug 05 22:58:36 +0000 2018,0.0,1.0,0.0,RT @happytogether: .@wayansjr is quick to point out that the characters in #HappyTogether are fictional. #CBS #TCA2018,57,@CBS
-0.0572,Sun Aug 05 22:53:12 +0000 2018,0.064,0.936,0.0,"RT @happytogether: ""@Harry_Styles became part of the family. We didn't want him to move out."" -@benwinston #CBS #HappyTogether #TCA18",58,@CBS
-0.3612,Sun Aug 05 22:52:24 +0000 2018,0.121,0.82,0.059,"RT @happytogether: ""It's about Cooper who wants nothing but normality and a boring life, and Jake and Claire, who want more excitement."" -@…",59,@CBS
0.4939,Sun Aug 05 22:49:06 +0000 2018,0.0,0.862,0.138,"RT @happytogether: ""It's loosely inspired (by the time @Harry_Styles lived with @benwinston), because if we put what actually happened on t…",60,@CBS
0.0,Sun Aug 05 22:46:49 +0000 2018,0.0,1.0,0.0,RT @happytogether: It's time for the #HappyTogether panel at the #CBS #TCA18! Follow along here!,61,@CBS
0.4926,Sun Aug 05 22:32:37 +0000 2018,0.0,0.825,0.175,RT @GodFriendedMe: Thanks for following along during the #GodFriendedMe panel at #CBS #TCA18—@HappyTogether is up next!,62,@CBS
0.2732,Sun Aug 05 22:32:30 +0000 2018,0.0,0.877,0.123,"RT @GodFriendedMe: ""You don't have to believe in God to believe in good."" 🙌@JOEtheMORTON #GodFriendedMe #CBS",63,@CBS
0.2716,Sun Aug 05 22:16:36 +0000 2018,0.0,0.905,0.095,RT @GodFriendedMe: “It’s incredibly important to us that we’re not a show that’s preachy or judgmental. Whether you believe or don’t believ…,64,@CBS
-0.4973,Sun Aug 05 22:16:29 +0000 2018,0.133,0.867,0.0,"RT @GodFriendedMe: ""Our feet are on the ground. Our characters are not angels, they’re not heavenly, they’re just real people. The 'opposin…",65,@CBS
0.0,Sun Aug 05 22:16:19 +0000 2018,0.0,1.0,0.0,RT @GodFriendedMe: Follow along with us as we live-tweet the #GodFriendedMe panel at #CBS #TCA18 with stars @hall_m_brandon @violettbeane @…,66,@CBS
-0.4019,Sun Aug 05 22:05:44 +0000 2018,0.114,0.886,0.0,"RT @cbsallaccess: From the writer of Scream, The Vampire Diaries and The Following, comes a modern day twist on classic fairy tales. 

#Tel…",67,@CBS
-0.6908,Sun Aug 05 22:00:47 +0000 2018,0.207,0.793,0.0,"RT @cbsallaccess: Small town. Big murder. Follow the Money. 

#OneDollar premieres August 30, exclusively on CBS All Access. https://t.co/T…",68,@CBS
0.0,Sun Aug 05 21:48:41 +0000 2018,0.0,1.0,0.0,RT @cbsallaccess: That's a wrap on the #TellMeAStory panel! @GodFriendedMe is up next! #TCA18 #CBSAllAccess,69,@CBS
0.8555,Sun Aug 05 21:48:36 +0000 2018,0.0,0.714,0.286,"RT @cbsallaccess: ""What I love about New York City - besides being the best city in the world - it's textural, it's real, it has everything…",70,@CBS
0.5994,Sun Aug 05 21:48:29 +0000 2018,0.0,0.766,0.234,RT @cbsallaccess: Who's ready to see @KimCattrall play @daniellemcam's (AKA Little Red Riding Hood) grandmother? #TellMeAStory #TCA18 #CBSA…,71,@CBS
0.6124,Sun Aug 05 21:31:15 +0000 2018,0.0,0.792,0.208,"RT @cbsallaccess: ""What I like about this show is that there's nothing else on TV like it right now."" -@kevwilliamson #TellMeAStory #TCA18…",72,@CBS
-0.2748,Sun Aug 05 20:58:52 +0000 2018,0.153,0.742,0.105,"RT @MurphyBrownCBS: According to Candice Bergen and Diane English, there's never been a more perfect time to revive #MurphyBrown! https://t…",73,@CBS
0.0,Sun Aug 05 20:56:17 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: #MurphyBrown has always been a political show, and that won't change! Read on about how the show plans to cover hot top…",74,@CBS
-0.4588,Sun Aug 05 20:10:33 +0000 2018,0.125,0.875,0.0,"RT @FBICBS: ""People are going to get a very realistic view of how that office operates and the stresses. It's a zero-tolerance FBI office.…",75,@CBS
0.0,Sun Aug 05 19:43:38 +0000 2018,0.0,1.0,0.0,Stay tuned for more #CBS #TCA18 action! The @cbsallaccess panel is up next. 👍🏼 https://t.co/fcjiEwpaN0,76,@CBS
0.0,Sun Aug 05 19:22:22 +0000 2018,0.0,1.0,0.0,"RT @FBICBS: #FBIFam, this should cure your #SundayScaries! Check out the #FBI preview that was shown at the #CBS #TCA18 before the panel. h…",77,@CBS
0.6249,Sun Aug 05 19:21:28 +0000 2018,0.0,0.796,0.204,"RT @TheNeighborhood: ""Once we shot the pilot, we knew that we had a great show."" -@CedEntertainer #TheNeighborhood #CBS",78,@CBS
0.1384,Sun Aug 05 19:16:45 +0000 2018,0.079,0.823,0.098,"RT @TheNeighborhood: ""It was so well done, as far as I was concerned, that it became a no brainer to do the show. I called the next morning…",79,@CBS
0.0,Sun Aug 05 19:15:53 +0000 2018,0.0,1.0,0.0,"RT @TheNeighborhood: ""This is a show about people. This is a show about families, neighbors, friendships... At its core, this is a show abo…",80,@CBS
0.4588,Sun Aug 05 18:54:24 +0000 2018,0.0,0.818,0.182,"RT @TheNeighborhood: We're here at the #CBS #TCA18 giving you the inside scoop on #TheNeighborhood with our stars @CedEntertainer, @Tichina…",81,@CBS
0.0,Sun Aug 05 18:01:09 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: That's a wrap on the #MurphyBrown panel at #TCA18! @TheNeighborhood is up next! #CBS,82,@CBS
0.0,Sun Aug 05 17:55:07 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: Diane English reveals ""We have an enormously famous person in our first episode,"" but keeps the secret under wraps! 🙊 #…",83,@CBS
0.0,Sun Aug 05 17:51:13 +0000 2018,0.0,1.0,0.0,"RT @MurphyBrownCBS: Diane English talks about how to stay topically relevant while writing scripts ahead of time &amp; also said, ""We have an i…",84,@CBS
0.0,Sun Aug 05 17:47:01 +0000 2018,0.0,1.0,0.0,RT @MurphyBrownCBS: All the feels! ❤️ #MurphyBrown returns to #CBS this fall! https://t.co/OvQk3CV49W,85,@CBS
-0.0018,Sun Aug 05 17:39:48 +0000 2018,0.074,0.853,0.073,"RT @MurphyBrownCBS: ""It's been very emotional for the old guys... We saw Murphy's townhouse and we all got tears in our eyes."" -Candice Ber…",86,@CBS
0.0,Sun Aug 05 17:28:37 +0000 2018,0.0,1.0,0.0,"Stay tuned, because @MurphyBrownCBS is up next at the #CBS #TCA18! https://t.co/0qdjQiFrwW",87,@CBS
-0.0602,Sun Aug 05 17:28:03 +0000 2018,0.219,0.599,0.182,"RT @FBICBS: “Even though I was scared to say yes, it was so clear you don’t say no. I knew I couldn’t say no. I couldn’t be more grateful,…",88,@CBS
0.1761,Sun Aug 05 17:27:46 +0000 2018,0.105,0.735,0.16,"RT @FBICBS: What's it like for @JeremySisto coming back to a Dick Wolf show?

""It's one of the most stable ships you can be on... It's exci…",89,@CBS
0.1027,Sun Aug 05 17:27:41 +0000 2018,0.11,0.767,0.123,"RT @FBICBS: ""We're celebrating the troops on the ground... There are endless stories in there."" - Dick Wolf on why he wanted to focus the s…",90,@CBS
0.0498,Sun Aug 05 17:27:31 +0000 2018,0.123,0.746,0.13,"RT @FBICBS: “It’s really exciting to be here for the first time in a long, long, long, long time.” - Dick Wolf #CBS #TCA18",91,@CBS
0.6114,Sun Aug 05 14:47:12 +0000 2018,0.0,0.818,0.182,Celebrate #NationalSistersDay with an iconic group of sisters! Watch how these three became part of The Brady Bunch… https://t.co/nBVjxl4AbP,92,@CBS
0.2263,Sat Aug 04 22:57:37 +0000 2018,0.0,0.917,0.083,RT @startrekcbs: Executive Producer Alex Kurtzman and @SirPatStew surprised fans today at #STLV with news that he will be returning to the…,93,@CBS
0.0,Sat Aug 04 00:24:55 +0000 2018,0.0,1.0,0.0,Watching a 💯 spin on @PriceIsRight never gets old…especially when it’s Mila Kunis! https://t.co/NPOukc3jPz,94,@CBS
0.6124,Fri Aug 03 22:34:08 +0000 2018,0.0,0.76,0.24,"RT @TrueCrimeCBS: The chances of successfully blowing the whistle are slim, but did a Wells Fargo personal banker beat the odds?

Find out…",95,@CBS
0.9098,Tue Jul 31 21:02:33 +0000 2018,0.0,0.531,0.469,Celebrate #NationalAvocadoDay with @letsmakeadeal. 🥑 Relive this #LMAD moment when an avocado wins one amazing deal! https://t.co/QS8GLajWU5,96,@CBS
0.34,Sat Jul 28 16:43:56 +0000 2018,0.0,0.876,0.124,"Housewives. PTA moms. School volunteers. Starting TONIGHT, hear the stories of seemingly innocent women who put it… https://t.co/5TA15OiTuh",97,@CBS
0.5707,Wed Jul 25 17:25:36 +0000 2018,0.0,0.813,0.187,"This is one allowance that can’t be beat! Kids are winning big this week on @PriceIsRight. 🎉
 https://t.co/lncKu9XvNo",98,@CBS
0.0,Wed Jul 25 15:12:31 +0000 2018,0.0,1.0,0.0,"Renowned artists Cher, Philip Glass, Reba McEntire, Wayne Shorter, and the co-creators of #Hamilton will be recogni… https://t.co/PEjjI9MKE1",99,@CBS
0.0,Sun Sep 16 18:02:10 +0000 2018,0.0,1.0,0.0,"A group of firefighters in Wilmington, North Carolina, knelt and prayed outside the home where a mother and her inf… https://t.co/0KyrZJu7Dm",0,@CNN
-0.0516,Sun Sep 16 17:45:41 +0000 2018,0.117,0.777,0.107,Hong Kong's weather observatory issued its highest storm warning alert — a signal T10 — as Typhoon Mangkhut tore th… https://t.co/n0d23yyfmB,1,@CNN
0.0,Sun Sep 16 17:33:04 +0000 2018,0.0,1.0,0.0,Michael Avenatti explains why he went on Tucker Carlson's show https://t.co/KS09pO7EzD https://t.co/EhVQBwIyBb,2,@CNN
0.0772,Sun Sep 16 17:20:02 +0000 2018,0.1,0.786,0.114,Cynthia Nixon's loss in a longshot bid for NY governor makes one trend increasingly clear: The pink wave isn't roll… https://t.co/zQ4MLrfBoY,3,@CNN
0.0,Sun Sep 16 17:15:07 +0000 2018,0.0,1.0,0.0,US sanctions are China's big concern right now | By Samantha Vinograd via @CNNopinion  https://t.co/UaAETYQxyU https://t.co/RMHAiyscPZ,4,@CNN
0.0,Sun Sep 16 17:00:11 +0000 2018,0.0,1.0,0.0,"Uruguay became the first country to legalize pot in 2013, but the market remains tightly controlled, with only abou… https://t.co/HmLQLFI7hg",5,@CNN
-0.5574,Sun Sep 16 17:00:08 +0000 2018,0.204,0.796,0.0,FEMA Administrator Brock Long says he has no plans to resign amid an investigation into his travel using government… https://t.co/VNjTpla1Fa,6,@CNN
0.0,Sun Sep 16 16:45:04 +0000 2018,0.0,1.0,0.0,"House Intel Chairman Devin Nunes plans to release interviews from committee's Russia probe ""in the next few weeks""… https://t.co/WvqaCfFmjK",7,@CNN
0.0,Sun Sep 16 16:17:24 +0000 2018,0.0,1.0,0.0,"Alexandria Ocasio-Cortez defends an estimated $40 trillion price tag for progressive policy programs, including Med… https://t.co/JMvlYYm8sO",8,@CNN
-0.7003,Sun Sep 16 16:17:02 +0000 2018,0.312,0.588,0.099,"Yes, Trump can sink even lower than denying the death toll in Puerto Rico | By Dean Obeidallah via @CNNOpinion 
https://t.co/BrDOK5FJfB",9,@CNN
-0.6597,Sun Sep 16 16:14:04 +0000 2018,0.216,0.784,0.0,"Documentary filmmaker Michael Moore believes Trump is an ""evil genius"" who will be re-elected in 2020… https://t.co/k9Zi1JGZs4",10,@CNN
0.0,Sun Sep 16 16:00:04 +0000 2018,0.0,1.0,0.0,"Blue bird from ""Rio"" movie now extinct in the wild https://t.co/VjtYxp8g5G https://t.co/udXlXO9U2k",11,@CNN
0.0,Sun Sep 16 15:45:00 +0000 2018,0.0,1.0,0.0,"Ken Starr, the former independent counsel during the investigation of President Clinton, says it would be “unwise”… https://t.co/7GDhfpfF5F",12,@CNN
0.6808,Sun Sep 16 15:30:07 +0000 2018,0.0,0.72,0.28,"Amazon CEO Jeff Bezos and his wife, MacKenzie, are creating a $2 billion fund to help homeless families and develop… https://t.co/AId0BjzQPu",13,@CNN
0.1513,Sun Sep 16 15:15:08 +0000 2018,0.112,0.748,0.14,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/YkN7guLMpy",14,@CNN
-0.6908,Sun Sep 16 15:00:00 +0000 2018,0.217,0.783,0.0,"""Through my nightmare, I found my dream"": John Bunn was wrongfully convicted of murder as a teenager and exonerated… https://t.co/teQMGToH4u",15,@CNN
-0.0516,Sun Sep 16 14:43:06 +0000 2018,0.159,0.688,0.152,13-year-old Delaney Unger opted for an unusual cancer treatment so she could continue her love of dance. Her left a… https://t.co/UIehtbK1l1,16,@CNN
0.7625,Sun Sep 16 14:01:05 +0000 2018,0.0,0.733,0.267,Ken Starr on whether he thinks President Trump will face impeachment: “I hope not … impeachment is hell. The countr… https://t.co/vU3X1bGof1,17,@CNN
0.4404,Sun Sep 16 14:01:00 +0000 2018,0.0,0.861,0.139,"This is the iPhone XR, Apple’s newly introduced ""lower-end"" smartphone. It starts at $749, has a bright LCD screen… https://t.co/7dPaVC0B0V",18,@CNN
0.0,Sun Sep 16 13:51:30 +0000 2018,0.0,1.0,0.0,"Ken Starr, the former independent counsel during the investigation of President Bill Clinton, says it would be “unw… https://t.co/Hoil9vLhFh",19,@CNN
0.0,Sun Sep 16 13:40:37 +0000 2018,0.0,1.0,0.0,Democratic Sen. Doug Jones says he will bring up the sexual misconduct allegation against Brett Kavanaugh: “At this… https://t.co/Y6O3HFxmh0,20,@CNN
0.0,Sun Sep 16 13:28:43 +0000 2018,0.0,1.0,0.0,Ocasio-Cortez says that Hurricane Maria showed that there is a modern-day colonial relationship between the US and… https://t.co/TboSYcV7gk,21,@CNN
0.4939,Sun Sep 16 13:14:54 +0000 2018,0.0,0.849,0.151,"""Medicare for all would save the American people a very large amount of money ... these are generational investment… https://t.co/UMcHILI9E1",22,@CNN
-0.6124,Sun Sep 16 13:09:12 +0000 2018,0.227,0.773,0.0,"“In the neglect and government inaction there was so little response, so little connection,” says New York congress… https://t.co/F6m5Jppeqj",23,@CNN
0.0,Sun Sep 16 13:01:00 +0000 2018,0.0,1.0,0.0,Scientists believe they have discovered three new species in the depths of the Pacific Ocean https://t.co/7NQ9yea6VV https://t.co/XJk8QRjGjI,24,@CNN
-0.0258,Sun Sep 16 12:01:00 +0000 2018,0.073,0.927,0.0,"The new Apple Watch touts a built-in, FDA-approved EKG sensor to test your heart https://t.co/sl4m4e5YDd https://t.co/HxqyFnUG1b",25,@CNN
0.0,Sun Sep 16 11:55:29 +0000 2018,0.0,1.0,0.0,"Before hitting Hong Kong, the storm plowed into the Philippines. 

The presidential spokesperson for Rodrigo Dutert… https://t.co/jU5D5pDqYs",26,@CNN
0.0,Sun Sep 16 11:46:00 +0000 2018,0.0,1.0,0.0,Hong Kong has been battered by Typhoon Mangkhut https://t.co/NZcyUNkmHz https://t.co/zpod0JysMc,27,@CNN
0.0,Sun Sep 16 11:43:23 +0000 2018,0.0,1.0,0.0,RT @cnni: Hong Kong has been battered by Typhoon Mangkhut https://t.co/rP8Ka6FjEZ https://t.co/8srBiLqpc3,28,@CNN
0.5719,Sun Sep 16 11:28:04 +0000 2018,0.0,0.821,0.179,An Australian state is offering a reward for information after several people reported finding sewing needles or pi… https://t.co/mi4t38I7Jh,29,@CNN
0.0,Sun Sep 16 11:01:00 +0000 2018,0.0,1.0,0.0,Watch a train run through Thailand's incredible Folding Umbrella Market https://t.co/ZDl8oIwxWP https://t.co/SNCXWFHBAT,30,@CNN
-0.6705,Sun Sep 16 10:56:12 +0000 2018,0.191,0.809,0.0,Five people were killed and several others were wounded in Mexico City after a group of men wearing traditional mar… https://t.co/s9aAXspSNa,31,@CNN
-0.8957,Sun Sep 16 10:26:08 +0000 2018,0.375,0.625,0.0,"Typhoon Mangkhut wreaks havoc in Hong Kong and threatens mainland China, as 40 people are reported dead in the Phil… https://t.co/i4ZQ6KV0ah",32,@CNN
0.0,Sun Sep 16 10:01:00 +0000 2018,0.0,1.0,0.0,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/POOyPqyUdB,33,@CNN
-0.8481,Sun Sep 16 09:45:57 +0000 2018,0.459,0.541,0.0,"Florence has weakened to a tropical depression, but authorities warn the danger is far from over https://t.co/VKqlyMetjS",34,@CNN
-0.1531,Sun Sep 16 09:44:05 +0000 2018,0.078,0.922,0.0,"More than 250,000 people have been affected by Typhoon Mangkhut across the Philippines, with around half of those s… https://t.co/dSowYJteEe",35,@CNN
0.0,Sun Sep 16 09:24:00 +0000 2018,0.0,1.0,0.0,"Panes of glass fall from high-rise buildings in Guangzhou city, as Typhoon Mangkhut moves toward mainland China.… https://t.co/v26bMsB36N",36,@CNN
0.0,Sun Sep 16 09:10:00 +0000 2018,0.0,1.0,0.0,Typhoon Mangkhut lashes Hong Kong in this timelapse video from the south of Hong Kong Island. The local storm signa… https://t.co/SgvOB0j4uA,37,@CNN
-0.296,Sun Sep 16 09:01:00 +0000 2018,0.128,0.872,0.0,"For centuries, many in Africa have overcome financial exclusion through tontines, a peer-to-peer savings circle. No… https://t.co/cUXiWIKgeY",38,@CNN
0.0,Sun Sep 16 08:01:00 +0000 2018,0.0,1.0,0.0,These Georgia firefighters went to a local gym for a 110-story stair climb in remembrance of 9/11. They began at 8:… https://t.co/8cnbR16ewD,39,@CNN
-0.6597,Sun Sep 16 07:01:00 +0000 2018,0.267,0.63,0.104,John Bunn was wrongfully convicted of murder as a teenager and exonerated after 27 years of fighting for his freedo… https://t.co/4fpsxSlrlf,40,@CNN
0.0,Sun Sep 16 06:54:13 +0000 2018,0.0,1.0,0.0,MIT has developed a system that allows robots to manipulate specific objects that they're “seeing” for the first ti… https://t.co/0qKluCo25z,41,@CNN
-0.4939,Sun Sep 16 06:49:17 +0000 2018,0.208,0.792,0.0,"Typhoon Mangkhut's fierce winds have torn off roofs and caused partial building collapses in Hong Kong.

Authoritie… https://t.co/d1y3aYGsQK",42,@CNN
0.1027,Sun Sep 16 06:47:05 +0000 2018,0.155,0.672,0.172,IRS has granted tax extensions to Hurricane Florence victims. They'll have more time to file and pay certain taxes… https://t.co/hU10in6gmg,43,@CNN
-0.6597,Sun Sep 16 06:35:03 +0000 2018,0.295,0.581,0.124,"The death and destruction wrought by Tropical Storm Florence has been punctuated with stories of bravery, generosit… https://t.co/cHmdMvhVhn",44,@CNN
0.0,Sun Sep 16 06:24:07 +0000 2018,0.0,1.0,0.0,These are the staggering numbers behind Florence's wrath https://t.co/0D4TkiwDIf https://t.co/nUEVlqOw3n,45,@CNN
0.4215,Sun Sep 16 06:15:06 +0000 2018,0.0,0.781,0.219,"Paul Manafort might be helpful to the Russia investigation
https://t.co/79ZxeooN9H https://t.co/bE220TiK2P",46,@CNN
-0.3612,Sun Sep 16 06:05:04 +0000 2018,0.106,0.894,0.0,The mother of Botham Shem Jean says her son has become the target of a smear campaign since an off-duty Dallas poli… https://t.co/xQjER5R5rR,47,@CNN
0.1513,Sun Sep 16 06:01:07 +0000 2018,0.112,0.748,0.14,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/tiZL5d685K",48,@CNN
-0.3818,Sun Sep 16 05:56:07 +0000 2018,0.126,0.874,0.0,Cell phone users may receive a text from President Donald Trump next Thursday as the Federal Emergency Management A… https://t.co/6SkITswtcT,49,@CNN
-0.2183,Sun Sep 16 05:50:03 +0000 2018,0.111,0.889,0.0,"The deadly Tropical Storm Florence is so ferocious, it's uprooting everything, even tightly-bolted historic statues… https://t.co/avGNzOwQVt",50,@CNN
-0.0516,Sun Sep 16 05:44:48 +0000 2018,0.15,0.708,0.142,This dramatic video shows rescuers preparing to save a man trapped in floodwaters in the Philippines. Typhoon Mangk… https://t.co/MuqJRBQJRs,51,@CNN
-0.1779,Sun Sep 16 05:33:06 +0000 2018,0.155,0.773,0.072,"As a large-scale military campaign in Syria's last rebel stronghold looms, Syrians on both sides of the divide are… https://t.co/i5kZrAohQg",52,@CNN
0.0,Sun Sep 16 05:24:05 +0000 2018,0.0,1.0,0.0,What's actually the difference between a typhoon and a hurricane? @CNNweather explains: https://t.co/FfNklKfoIQ https://t.co/eiyHqFhiZa,53,@CNN
0.0,Sun Sep 16 05:15:03 +0000 2018,0.0,1.0,0.0,"""My husband kept hearing people yelling for help."" He tried to go outside to find them, but even at 6-foot-2, the w… https://t.co/o3b65s4URB",54,@CNN
0.0,Sun Sep 16 05:07:04 +0000 2018,0.0,1.0,0.0,Utility companies estimate that 1 million to 2.5 million customers could be without power before the end of Florenc… https://t.co/W7B4Ol6tnd,55,@CNN
0.2263,Sun Sep 16 05:04:00 +0000 2018,0.099,0.762,0.139,This 9-year-old Australian girl refused to stand during the country's national anthem out of respect for the nation… https://t.co/aIj5Q04Ib0,56,@CNN
0.0,Sun Sep 16 04:01:00 +0000 2018,0.0,1.0,0.0,"In 2019, the last of Volkswagen's famous ""Beetles"" will be rolled off the production line, 80 years after they firs… https://t.co/Tf4Vpmxb37",57,@CNN
0.4019,Sun Sep 16 03:01:07 +0000 2018,0.0,0.803,0.197,Here's how to help people impacted by Florence | via @CNNImpact https://t.co/9PXqtHJyi9 https://t.co/BwJIQGnJuI,58,@CNN
0.296,Sun Sep 16 02:39:45 +0000 2018,0.0,0.885,0.115,Hong Kong has raised its storm alert to the highest level as deadly Typhoon Mangkhut approaches China https://t.co/pg9B0m3Jmp,59,@CNN
-0.7906,Sun Sep 16 02:30:11 +0000 2018,0.269,0.731,0.0,"Ariana Grande has broken her silence about the death of rapper Mac Miller, her former boyfriend and someone she cal… https://t.co/FCdfr79yGw",60,@CNN
0.1513,Sun Sep 16 02:00:11 +0000 2018,0.112,0.748,0.14,"Pluto is most definitely a planet, say some scientists who argue that it should never have been downgraded… https://t.co/UslklpzHX4",61,@CNN
-0.4215,Sun Sep 16 01:30:13 +0000 2018,0.157,0.843,0.0,"Despite guilty plea, Paul Manafort still holds the Trump card | By Paul Callan via @CNNOpinion… https://t.co/JVxJtnqWjl",62,@CNN
-0.2263,Sun Sep 16 01:00:15 +0000 2018,0.095,0.905,0.0,One of China's most famous actresses has disappeared without a trace amid an uproar over tax evasion by celebrities https://t.co/TScCtaUS5y,63,@CNN
0.0,Sun Sep 16 00:30:34 +0000 2018,0.0,1.0,0.0,Meet the iPhone XS and the iPhone XS Max https://t.co/TSWSiknrY4 https://t.co/uXGlBjCDUA,64,@CNN
